Name,Sex,Age,Height,Weight,Team,Year,Event,Medal
Ned Alvin Merriam,M,23.0,178.0,61.0,United States,1908,Athletics Men's 400 meters,
LaShawn Merritt,M,22.0,191.0,86.0,United States,2008,Athletics Men's 400 meters,Gold
LaShawn Merritt,M,26.0,191.0,86.0,United States,2012,Athletics Men's 400 meters,
LaShawn Merritt,M,30.0,191.0,86.0,United States,2016,Athletics Men's 400 meters,Bronze
Nafi Ahmed Hamed Mersal,M,24.0,180.0,86.0,Egypt,1984,Athletics Men's 400 meters,
Adrian Peter Metcalfe,M,22.0,188.0,87.0,Great Britain,1964,Athletics Men's 400 meters,
Karl-Adolf Metzner,M,22.0,180.0,80.0,Germany,1932,Athletics Men's 400 meters,
Karl-Adolf Metzner,M,26.0,180.0,80.0,Germany,1936,Athletics Men's 400 meters,
Jules Felix Migeot,M,21.0,,,Belgium,1920,Athletics Men's 400 meters,
Jules Felix Migeot,M,25.0,,,Belgium,1924,Athletics Men's 400 meters,
Jean ric Milazar,M,25.0,190.0,80.0,Mauritius,2000,Athletics Men's 400 meters,
Jean ric Milazar,M,29.0,190.0,80.0,Mauritius,2004,Athletics Men's 400 meters,
Jean ric Milazar,M,33.0,190.0,80.0,Mauritius,2008,Athletics Men's 400 meters,
Joel Milburn,M,22.0,182.0,75.0,Australia,2008,Athletics Men's 400 meters,
"Sven Osvald ""Ossi"" Mildh",M,22.0,180.0,82.5,Finland,1952,Athletics Men's 400 meters,
Leslie Osborne Miller,M,20.0,191.0,77.0,Bahamas,1968,Athletics Men's 400 meters,
Ramon Salomon Miller,M,25.0,180.0,67.0,Bahamas,2012,Athletics Men's 400 meters,
Mohamed Hossain Milzer,M,21.0,174.0,65.0,Bangladesh,1988,Athletics Men's 400 meters,
Gary John Minihan,M,22.0,175.0,70.0,Australia,1984,Athletics Men's 400 meters,
Joaqun Miquel Casas,M,,,,Spain,1928,Athletics Men's 400 meters,
S. Christophe Mirgain,M,21.0,,,Luxembourg,1924,Athletics Men's 400 meters,
Yahiko Mishima,M,26.0,,,Japan,1912,Athletics Men's 400 meters,
Oleg Olegovich Mishukov,M,23.0,183.0,71.0,Russia,2004,Athletics Men's 400 meters,
"Richard Charles ""Rick"" Mitchell",M,21.0,183.0,71.0,Australia,1976,Athletics Men's 400 meters,
"Richard Charles ""Rick"" Mitchell",M,25.0,183.0,71.0,Australia,1980,Athletics Men's 400 meters,Silver
Ato Modibo-Stephens,M,21.0,188.0,78.0,Trinidad and Tobago,2000,Athletics Men's 400 meters,
Ato Modibo-Stephens,M,25.0,188.0,78.0,Trinidad and Tobago,2004,Athletics Men's 400 meters,
Ato Modibo-Stephens,M,29.0,188.0,78.0,Trinidad and Tobago,2008,Athletics Men's 400 meters,
Roger Moens,M,22.0,175.0,70.0,Belgium,1952,Athletics Men's 400 meters,
Abdulla Mohamed Hussein,M,16.0,170.0,54.0,Somalia,2004,Athletics Men's 400 meters,
Henry Mahlomola Mohoanyane,M,28.0,175.0,67.0,Lesotho,1992,Athletics Men's 400 meters,
Hendrik Mokganyetsi,M,20.0,182.0,70.0,South Africa,1996,Athletics Men's 400 meters,
Hendrik Mokganyetsi,M,25.0,182.0,70.0,South Africa,2000,Athletics Men's 400 meters,
California Molefe,M,24.0,172.0,62.0,Botswana,2004,Athletics Men's 400 meters,
Sven Gsta Mller,M,24.0,,,Sweden,1912,Athletics Men's 400 meters,
Tams Molnr,M,24.0,183.0,75.0,Hungary,1992,Athletics Men's 400 meters,
William Arthur Moloney,M,23.0,,,United States,1900,Athletics Men's 400 meters,
"Percival Talbot ""Percy"" Molson",M,23.0,184.0,,Canada,1904,Athletics Men's 400 meters,
Mama Moluh,M,26.0,,,Cameroon,1984,Athletics Men's 400 meters,
Avard Moncur,M,21.0,193.0,87.0,Bahamas,2000,Athletics Men's 400 meters,
Carlos Monges Caldera,M,22.0,180.0,66.0,Mexico,1948,Athletics Men's 400 meters,
Edwin Herbert Montague,M,23.0,,,Great Britain,1908,Athletics Men's 400 meters,
Jude Monye,M,22.0,188.0,79.0,Nigeria,1996,Athletics Men's 400 meters,
Jude Monye,M,26.0,188.0,79.0,Nigeria,2000,Athletics Men's 400 meters,
Jess Moraila Morales,M,,175.0,,Mexico,1928,Athletics Men's 400 meters,
Mpho Jonas Morobe,M,29.0,172.0,60.0,Lesotho,1996,Athletics Men's 400 meters,
Franois Morren,M,21.0,,,Belgium,1920,Athletics Men's 400 meters,
Devon Morris,M,23.0,180.0,75.0,Jamaica,1984,Athletics Men's 400 meters,
Devon Morris,M,27.0,180.0,75.0,Jamaica,1988,Athletics Men's 400 meters,
Devon Morris,M,31.0,180.0,75.0,Jamaica,1992,Athletics Men's 400 meters,
Ian Morris,M,26.0,175.0,65.0,Trinidad and Tobago,1988,Athletics Men's 400 meters,
Ian Morris,M,30.0,175.0,65.0,Trinidad and Tobago,1992,Athletics Men's 400 meters,
Charles Moses,M,30.0,189.0,72.0,Ghana,1984,Athletics Men's 400 meters,
Geiner Alonso Mosquera Becerra,M,24.0,187.0,75.0,Colombia,2008,Athletics Men's 400 meters,
Jonas Matas Motiejnas,M,25.0,188.0,77.0,Lithuania,2000,Athletics Men's 400 meters,
Wendell Adrian Mottley,M,23.0,173.0,72.0,Trinidad and Tobago,1964,Athletics Men's 400 meters,Silver
Fay R. Moulton,M,30.0,175.0,70.0,United States,1906,Athletics Men's 400 meters,
William Msiska,M,24.0,174.0,69.0,Malawi,1972,Athletics Men's 400 meters,
Phillip Mukomana,M,26.0,188.0,80.0,Zimbabwe,2000,Athletics Men's 400 meters,
Helmar Mller,M,29.0,180.0,74.0,West Germany,1968,Athletics Men's 400 meters,
Wolfgang Mller,M,25.0,180.0,69.0,East Germany,1968,Athletics Men's 400 meters,
Vincent Mumo Kiilu,M,22.0,163.0,56.0,Kenya,2004,Athletics Men's 400 meters,
Vincent Mumo Kiilu,M,26.0,163.0,56.0,Kenya,2008,Athletics Men's 400 meters,
Ral Muoz,M,20.0,,,Chile,1936,Athletics Men's 400 meters,
Miles Murphy,M,21.0,185.0,75.0,Australia,1988,Athletics Men's 400 meters,
Enock Musonda,M,22.0,164.0,55.0,Zambia,1988,Athletics Men's 400 meters,
Agripa Mwausegha,M,28.0,174.0,66.0,Malawi,1984,Athletics Men's 400 meters,
Jzsef Nagy,M,26.0,,,Hungary,1908,Athletics Men's 400 meters,
Jean-Claude Nallet,M,21.0,187.0,85.0,France,1968,Athletics Men's 400 meters,
Hussain Ali Nasayyif,M,,170.0,72.0,Iraq,1980,Athletics Men's 400 meters,
Walter Nehb,M,23.0,173.0,,Germany,1932,Athletics Men's 400 meters,
Bryshon Lorenzo Nellum,M,23.0,183.0,80.0,United States,2012,Athletics Men's 400 meters,
Francisc Neme,M,29.0,,,Romania,1936,Athletics Men's 400 meters,
Otto Neumann,M,25.0,178.0,71.0,Germany,1928,Athletics Men's 400 meters,
David Neville,M,24.0,193.0,77.0,United States,2008,Athletics Men's 400 meters,Bronze
"Frederick Vaughn ""Fred"" Newhouse",M,27.0,175.0,68.0,United States,1976,Athletics Men's 400 meters,Silver
Eulogio Ngache Luembe,M,20.0,,,Equatorial Guinea,1992,Athletics Men's 400 meters,
George Nicol,M,21.0,,,Great Britain,1908,Athletics Men's 400 meters,
George Nicol,M,25.0,,,Great Britain,1912,Athletics Men's 400 meters,
Christian Nicolau,M,21.0,174.0,65.0,France,1968,Athletics Men's 400 meters,
Sunder Lamont Nix,M,22.0,175.0,65.0,United States,1984,Athletics Men's 400 meters,
Elijah Nkala,M,24.0,165.0,69.0,Zimbabwe,1988,Athletics Men's 400 meters,
Thophile Clorico Nkounkou,M,20.0,176.0,74.0,Congo (Brazzaville),1972,Athletics Men's 400 meters,
Thomas N'Ma,M,28.0,175.0,64.0,Liberia,1972,Athletics Men's 400 meters,
Avognan Nogboun,M,,183.0,73.0,Cote d'Ivoire,1976,Athletics Men's 400 meters,
Roy Douglas Norman,M,27.0,,,Australia,1924,Athletics Men's 400 meters,
Carlos Noroa Gutirrez,M,19.0,172.0,70.0,Cuba,1976,Athletics Men's 400 meters,
Tokushige Noto,M,22.0,,,Japan,1924,Athletics Men's 400 meters,
Camera Ntereke,M,28.0,183.0,72.0,Botswana,1992,Athletics Men's 400 meters,
Georg Nckles,M,24.0,181.0,71.0,West Germany,1972,Athletics Men's 400 meters,
Andrea Nuti,M,25.0,185.0,75.0,Italy,1992,Athletics Men's 400 meters,
Hezekiah Munyoro Nyamau,M,25.0,170.0,68.0,Kenya,1968,Athletics Men's 400 meters,
Hezekiah Munyoro Nyamau,M,29.0,170.0,68.0,Kenya,1972,Athletics Men's 400 meters,
Elkana Nyangau,M,,169.0,62.0,Kenya,1988,Athletics Men's 400 meters,
Young Talkmore Nyongani,M,20.0,178.0,75.0,Zimbabwe,2004,Athletics Men's 400 meters,
Young Talkmore Nyongani,M,24.0,178.0,75.0,Zimbabwe,2008,Athletics Men's 400 meters,
Kennedy Ochieng,M,24.0,183.0,73.0,Kenya,1996,Athletics Men's 400 meters,
Kennedy Ochieng,M,28.0,183.0,73.0,Kenya,2000,Athletics Men's 400 meters,
Francis Ogola,M,19.0,183.0,74.0,Uganda,1992,Athletics Men's 400 meters,
Francis Ogola,M,23.0,183.0,74.0,Uganda,1996,Athletics Men's 400 meters,
Pushpa Raj Ojha,M,24.0,177.0,58.0,Nepal,1984,Athletics Men's 400 meters,
Robert Ojo,M,31.0,180.0,70.0,Nigeria,1972,Athletics Men's 400 meters,
Ibrahim Okash Omar,M,19.0,180.0,65.0,Somalia,1984,Athletics Men's 400 meters,
Seikan Oki,M,25.0,,,Japan,1932,Athletics Men's 400 meters,
"Michael ""Mike"" Okot",M,25.0,173.0,60.0,Uganda,1984,Athletics Men's 400 meters,
Clarence Winston Oldfield,M,20.0,178.0,59.0,South Africa,1920,Athletics Men's 400 meters,
Clarence Winston Oldfield,M,24.0,178.0,59.0,South Africa,1924,Athletics Men's 400 meters,
"Carl Oliver, Jr.",M,27.0,178.0,80.0,Bahamas,1996,Athletics Men's 400 meters,
Stefan Odak,M,19.0,175.0,64.0,Poland,1924,Athletics Men's 400 meters,
Rafa Omelko,M,27.0,195.0,75.0,Poland,2016,Athletics Men's 400 meters,
Amos Omolo,M,27.0,178.0,74.0,Uganda,1964,Athletics Men's 400 meters,
Amos Omolo,M,31.0,178.0,74.0,Uganda,1968,Athletics Men's 400 meters,
Shigekazu Omori,M,24.0,180.0,62.0,Japan,1996,Athletics Men's 400 meters,
Kyriakos Onisiforou,M,21.0,178.0,69.0,Greece,1972,Athletics Men's 400 meters,
Jun Osakada,M,26.0,177.0,67.0,Japan,2000,Athletics Men's 400 meters,
Jun Osakada,M,30.0,177.0,67.0,Japan,2004,Athletics Men's 400 meters,
Sergio Eliseo Ottolina,M,25.0,174.0,68.0,Italy,1968,Athletics Men's 400 meters,
Youba Mohamed Ould H'Mede,M,28.0,179.0,67.0,Mauritania,2004,Athletics Men's 400 meters,
Djibo Idrissa Ousseini,M,17.0,178.0,72.0,Niger,2016,Athletics Men's 400 meters,
Fahir zgden,M,,179.0,71.0,Turkey,1960,Athletics Men's 400 meters,
Diego Armando Palomeque Echevarra,M,22.0,176.0,67.0,Colombia,2016,Athletics Men's 400 meters,
"Maxwell Lander ""Maxie"" Parks",M,25.0,188.0,78.0,United States,1976,Athletics Men's 400 meters,
Sanderlei Claro Parrela,M,19.0,194.0,77.0,Brazil,1996,Athletics Men's 400 meters,
Sanderlei Claro Parrela,M,23.0,194.0,77.0,Brazil,2000,Athletics Men's 400 meters,
Eli Burton Parsons,M,21.0,170.0,59.0,United States,1906,Athletics Men's 400 meters,
George Herbert Patching,M,25.0,184.0,77.0,South Africa,1912,Athletics Men's 400 meters,
Alan Patterson,M,22.0,,,Great Britain,1908,Athletics Men's 400 meters,
Alan Patterson,M,26.0,,,Great Britain,1912,Athletics Men's 400 meters,
"Michael ""Mike"" Paul",M,27.0,185.0,77.0,Trinidad and Tobago,1984,Athletics Men's 400 meters,
"Adriaan ""Adje"" Paulen",M,21.0,184.0,78.0,Netherlands,1924,Athletics Men's 400 meters,
"Adriaan ""Adje"" Paulen",M,25.0,184.0,78.0,Netherlands,1928,Athletics Men's 400 meters,
"Peder Alexander ""Alex"" Pedersen",M,21.0,182.0,70.0,Norway,1912,Athletics Men's 400 meters,
Ole Jacob Pedersen,M,23.0,183.0,70.0,Norway,1912,Athletics Men's 400 meters,
Geraldo Jos Pegado,M,25.0,185.0,73.0,Brazil,1980,Athletics Men's 400 meters,
Arismendy Peguero Thicket,M,28.0,183.0,79.0,Dominican Republic,2008,Athletics Men's 400 meters,
Claro Alpe Pellosis,M,25.0,162.0,54.0,Philippines,1960,Athletics Men's 400 meters,
David P. Peltier,M,20.0,180.0,70.0,Barbados,1984,Athletics Men's 400 meters,
Roberto Penna,M,22.0,,,Italy,1908,Athletics Men's 400 meters,
Jacques Pennewaert,M,24.0,184.0,76.0,Belgium,1964,Athletics Men's 400 meters,
Jacques Pennewaert,M,28.0,184.0,76.0,Belgium,1968,Athletics Men's 400 meters,
Kenneth Perera,M,22.0,,,Malaya,1956,Athletics Men's 400 meters,
"Jakob ""Jacques"" Person",M,23.0,182.0,81.0,Germany,1912,Athletics Men's 400 meters,
Hans Frederik Aage Petersen,M,22.0,,,Denmark,1906,Athletics Men's 400 meters,
Alf Roland Petersson,M,27.0,190.0,80.0,Sweden,1960,Athletics Men's 400 meters,
Stefanos Petrakis,M,23.0,174.0,62.0,Greece,1948,Athletics Men's 400 meters,
Kiril Petrunov,M,,,,Bulgaria,1924,Athletics Men's 400 meters,
Sten Karl Leopold Pettersson,M,29.0,190.0,79.0,Sweden,1932,Athletics Men's 400 meters,
Antonio Pettigrew,M,32.0,183.0,76.0,United States,2000,Athletics Men's 400 meters,
Derrick Peynado,M,20.0,183.0,73.0,Jamaica,1980,Athletics Men's 400 meters,
Joel Japheth Phillip,M,20.0,188.0,75.0,Grenada,2008,Athletics Men's 400 meters,
Eric Phillips,M,17.0,174.0,68.0,Venezuela,1972,Athletics Men's 400 meters,
"Hector ""Hec"" Phillips",M,30.0,175.0,,Canada,1920,Athletics Men's 400 meters,
Hermon Edgar Phillips,M,24.0,178.0,68.0,United States,1928,Athletics Men's 400 meters,
Bobang Molebetsi Phiri,M,24.0,179.0,72.0,South Africa,1992,Athletics Men's 400 meters,
Bobang Molebetsi Phiri,M,28.0,179.0,72.0,South Africa,1996,Athletics Men's 400 meters,
Jerzy Pietrzyk,M,21.0,190.0,76.0,Poland,1976,Athletics Men's 400 meters,
Jerzy Pietrzyk,M,25.0,190.0,76.0,Poland,1980,Athletics Men's 400 meters,
Edmunds Plgs,M,25.0,172.0,67.0,Soviet Union,1952,Athletics Men's 400 meters,
Paul Henry Pilgrim,M,20.0,180.0,75.0,United States,1904,Athletics Men's 400 meters,
Paul Henry Pilgrim,M,22.0,180.0,75.0,United States,1906,Athletics Men's 400 meters,Gold
Paul Henry Pilgrim,M,24.0,180.0,75.0,United States,1908,Athletics Men's 400 meters,
Melesio Pia Oregel,M,20.0,174.0,64.0,Mexico,1968,Athletics Men's 400 meters,
Demetrius Rashad Pinder,M,23.0,178.0,70.0,Bahamas,2012,Athletics Men's 400 meters,
Phillip Pipersburg,M,29.0,168.0,63.0,Belize,1984,Athletics Men's 400 meters,
Oscar Leonard Carl Pistorius,M,25.0,181.0,77.0,South Africa,2012,Athletics Men's 400 meters,
Terence Keith Pitt,M,20.0,,,India,1924,Athletics Men's 400 meters,
Eutimio Evelio Planas del Ro,M,22.0,186.0,77.0,Cuba,1952,Athletics Men's 400 meters,
George Coleman Poage,M,23.0,,,United States,1904,Athletics Men's 400 meters,
Antonio Sebastin Pocov,M,26.0,,,Argentina,1948,Athletics Men's 400 meters,
Jorge Fidel Ponce,M,20.0,172.0,56.0,Honduras,1988,Athletics Men's 400 meters,
Wadysaw Ponurski,M,21.0,,,Austria,1912,Athletics Men's 400 meters,
Alexandre Casimir Charles Poulenard,M,27.0,,,France,1912,Athletics Men's 400 meters,
Rohan Handunpurage Pradeep Kumara,M,25.0,183.0,60.0,Sri Lanka,2000,Athletics Men's 400 meters,
Rohan Handunpurage Pradeep Kumara,M,29.0,183.0,60.0,Sri Lanka,2004,Athletics Men's 400 meters,
Karel Pibyl,M,20.0,,68.0,Czechoslovakia,1920,Athletics Men's 400 meters,
Karel Pibyl,M,24.0,,68.0,Czechoslovakia,1924,Athletics Men's 400 meters,
Leighton Priestley,M,21.0,180.0,66.0,Jamaica,1972,Athletics Men's 400 meters,
Leighton Priestley,M,25.0,180.0,66.0,Jamaica,1976,Athletics Men's 400 meters,
Franois Gaston Prinsen,M,22.0,,,Belgium,1928,Athletics Men's 400 meters,
Meyer Prinstein,M,25.0,180.0,74.0,United States,1904,Athletics Men's 400 meters,
Jean Proess,M,23.0,,,Luxembourg,1920,Athletics Men's 400 meters,
William Christopher Prout,M,22.0,180.0,76.0,United States,1908,Athletics Men's 400 meters,
Derek Charles Pugh,M,22.0,178.0,70.0,Great Britain,1948,Athletics Men's 400 meters,
Domingos Puglisi,M,20.0,173.0,,Brazil,1932,Athletics Men's 400 meters,
Ebenezer Quaye Quartey,M,30.0,167.0,67.0,Ghana,1964,Athletics Men's 400 meters,
"Yannick ""Yann"" Quentrec",M,22.0,190.0,75.0,France,1984,Athletics Men's 400 meters,
George Hamilton Queyrouze,M,23.0,,,United States,1906,Athletics Men's 400 meters,
Renny Quow,M,20.0,170.0,66.0,Trinidad and Tobago,2008,Athletics Men's 400 meters,
Marko Rai,M,28.0,168.0,62.0,Yugoslavia,1948,Athletics Men's 400 meters,
Franklin Benjamin Rahming,M,27.0,176.0,68.0,Bahamas,1972,Athletics Men's 400 meters,
Horace Patton Ramey,M,23.0,170.0,60.0,United States,1908,Athletics Men's 400 meters,
Manuel Ramrez Caicedo,M,26.0,172.0,60.0,Colombia,1984,Athletics Men's 400 meters,
Rosalvo da Costa Ramos,M,34.0,,,Brazil,1948,Athletics Men's 400 meters,
"Joseph ""Joe"" Ramotshabi",M,18.0,180.0,70.0,Botswana,1980,Athletics Men's 400 meters,
"Joseph ""Joe"" Ramotshabi",M,22.0,180.0,70.0,Botswana,1984,Athletics Men's 400 meters,
Godfrey Lionel Rampling,M,23.0,185.0,75.0,Great Britain,1932,Athletics Men's 400 meters,
Godfrey Lionel Rampling,M,27.0,185.0,75.0,Great Britain,1936,Athletics Men's 400 meters,
"John William ""Bill"" Ramsay",M,20.0,,,Australia,1948,Athletics Men's 400 meters,
Arsne Randriamahazomana,M,22.0,173.0,70.0,Madagascar,1984,Athletics Men's 400 meters,
Jean-Louis Rapnouil,M,30.0,174.0,69.0,France,1996,Athletics Men's 400 meters,
Marc Raquil,M,23.0,193.0,85.0,France,2000,Athletics Men's 400 meters,
Grard Rasquin,M,24.0,181.0,74.0,Luxembourg,1952,Athletics Men's 400 meters,
Grard Rasquin,M,29.0,181.0,74.0,Luxembourg,1956,Athletics Men's 400 meters,
"James Patrick ""Jimmy"" Reardon",M,22.0,,,Ireland,1948,Athletics Men's 400 meters,
Derek Anthony Redmond,M,26.0,183.0,70.0,Great Britain,1992,Athletics Men's 400 meters,
Reginald Charles Reed,M,27.0,,,Great Britain,1906,Athletics Men's 400 meters,
Abdul Rehman,M,23.0,,,Pakistan,1952,Athletics Men's 400 meters,
"Franois tienne ""Frantz"" Reichel",M,25.0,,,France,1896,Athletics Men's 400 meters,
Charles Decker Reidpath,M,22.0,181.0,76.0,United States,1912,Athletics Men's 400 meters,Gold
George Russell Renwick,M,22.0,,,Great Britain,1924,Athletics Men's 400 meters,
"Hans-Joachim ""Jochen"" Reske",M,20.0,184.0,80.0,Germany,1960,Athletics Men's 400 meters,
"Harry Lee ""Butch"" Reynolds, Jr.",M,24.0,193.0,84.0,United States,1988,Athletics Men's 400 meters,Silver
"Harry Lee ""Butch"" Reynolds, Jr.",M,32.0,193.0,84.0,United States,1996,Athletics Men's 400 meters,
Martin Edward Reynolds,M,23.0,185.0,77.0,Great Britain,1972,Athletics Men's 400 meters,
George Vincent Rhoden,M,21.0,178.0,68.0,Jamaica,1948,Athletics Men's 400 meters,
George Vincent Rhoden,M,25.0,178.0,68.0,Jamaica,1952,Athletics Men's 400 meters,Gold
Tibor Ribnyi,M,22.0,,,Hungary,1936,Athletics Men's 400 meters,
Danilson Ricciuli,M,21.0,175.0,76.0,Guinea Bissau,2004,Athletics Men's 400 meters,
Karl Arvid Ringstrand,M,20.0,,,Sweden,1908,Athletics Men's 400 meters,
"Jan William Joslin ""John"" Rinkel",M,23.0,183.0,75.0,Great Britain,1928,Athletics Men's 400 meters,
Felix Rinner,M,21.0,185.0,,Austria,1932,Athletics Men's 400 meters,
"Francisco ""Frank"" Rivera Paniagua",M,24.0,175.0,59.0,Puerto Rico,1952,Athletics Men's 400 meters,
Syed Meshaq Rizvi,M,22.0,175.0,65.0,Pakistan,1984,Athletics Men's 400 meters,
Robert Campbell Robb,M,26.0,,,Great Britain,1908,Athletics Men's 400 meters,
William Corbett Robbins,M,22.0,,,United States,1908,Athletics Men's 400 meters,
"William ""Bill"" Roberts",M,24.0,173.0,70.0,Great Britain,1936,Athletics Men's 400 meters,
"William ""Bill"" Roberts",M,36.0,173.0,70.0,Great Britain,1948,Athletics Men's 400 meters,
Gil Roberts,M,27.0,188.0,82.0,United States,2016,Athletics Men's 400 meters,
Lawson Robertson,M,22.0,183.0,68.0,United States,1906,Athletics Men's 400 meters,
"Raymond Amos ""Ray"" Robertson",M,22.0,175.0,61.0,United States,1924,Athletics Men's 400 meters,
Barry Clyde Robinson,M,23.0,187.0,76.0,New Zealand,1960,Athletics Men's 400 meters,
"Giovanni ""Gianni"" Rocca",M,23.0,,,Italy,1952,Athletics Men's 400 meters,
"Kenneth James ""Ken"" Roche",M,22.0,188.0,84.0,Australia,1964,Athletics Men's 400 meters,
"Joseph ""Joe"" Rodan",M,33.0,185.0,75.0,Fiji,1984,Athletics Men's 400 meters,
"Joseph ""Joe"" Rodan",M,37.0,185.0,75.0,Fiji,1988,Athletics Men's 400 meters,
Jaime Nharimue Rodrigues,M,33.0,181.0,71.0,Mozambique,1988,Athletics Men's 400 meters,
Jaime Nharimue Rodrigues,M,37.0,181.0,71.0,Mozambique,1992,Athletics Men's 400 meters,
Ivn Rodrguez Padilla,M,19.0,174.0,63.0,Puerto Rico,1956,Athletics Men's 400 meters,
Ivn Rodrguez Padilla,M,23.0,174.0,63.0,Puerto Rico,1960,Athletics Men's 400 meters,
Francisco Rojas Soto,M,21.0,180.0,73.0,Paraguay,1972,Athletics Men's 400 meters,
Fabian Nicholas Rollins,M,24.0,188.0,77.0,Barbados,2000,Athletics Men's 400 meters,
Georges-Joseph Jean Baptiste Rolot,M,22.0,,,France,1912,Athletics Men's 400 meters,
Martyn Joseph Rooney,M,21.0,198.0,81.0,Great Britain,2008,Athletics Men's 400 meters,
Martyn Joseph Rooney,M,25.0,198.0,81.0,Great Britain,2012,Athletics Men's 400 meters,
Martyn Joseph Rooney,M,29.0,198.0,81.0,Great Britain,2016,Athletics Men's 400 meters,
Argemiro Roque,M,28.0,180.0,64.0,Brazil,1952,Athletics Men's 400 meters,
Mario Rosas Ruiz,M,,,,Colombia,1948,Athletics Men's 400 meters,
James Maher Rosenberger,M,25.0,186.0,73.0,United States,1912,Athletics Men's 400 meters,
Ak Hafiy Tajuddin Rositi,M,21.0,175.0,64.0,Brunei,2012,Athletics Men's 400 meters,
Claude Murray Ross,M,18.0,170.0,67.0,Australasia,1912,Athletics Men's 400 meters,
Stephen Bartonjo Rotich,M,18.0,165.0,63.0,Kenya,1956,Athletics Men's 400 meters,
Stephen Bartonjo Rotich,M,22.0,165.0,63.0,Kenya,1960,Athletics Men's 400 meters,
Emmanuel Rubayiza,M,18.0,180.0,72.0,Rwanda,1996,Athletics Men's 400 meters,
Bevil Gordon d'Urban Rudd,M,24.0,180.0,77.0,South Africa,1920,Athletics Men's 400 meters,Gold
Daniel Matasi Rudisha,M,23.0,180.0,76.0,Kenya,1968,Athletics Men's 400 meters,
Johannes Runge,M,26.0,185.0,75.0,Germany,1904,Athletics Men's 400 meters,
Johannes Runge,M,28.0,185.0,75.0,Germany,1906,Athletics Men's 400 meters,
Alonzo Russell,M,24.0,174.0,68.0,Bahamas,2016,Athletics Men's 400 meters,
Mathias Rusterholz,M,24.0,183.0,71.0,Switzerland,1996,Athletics Men's 400 meters,
Edward Hewish Ryle,M,22.0,,,Great Britain,1908,Athletics Men's 400 meters,
Piotr Grzegorz Rysiukiewicz,M,22.0,174.0,65.0,Poland,1996,Athletics Men's 400 meters,
Piotr Grzegorz Rysiukiewicz,M,26.0,174.0,65.0,Poland,2000,Athletics Men's 400 meters,
Mohamed Saad Mubarak,M,23.0,164.0,64.0,Kuwait,1972,Athletics Men's 400 meters,
"Zvonimir ""Zvonko"" Sabolovi",M,25.0,185.0,68.0,Yugoslavia,1948,Athletics Men's 400 meters,
Muhammad Sadiq,M,26.0,183.0,88.0,Pakistan,1964,Athletics Men's 400 meters,
Nusrat Iqbal Sahi,M,22.0,175.0,82.0,Pakistan,1972,Athletics Men's 400 meters,
Moussa Said,M,21.0,180.0,64.0,Ethiopia,1960,Athletics Men's 400 meters,
Muhammad Sajid Ahmad,M,24.0,182.0,72.0,Pakistan,2004,Athletics Men's 400 meters,
Aktawat Sakoolchan,M,19.0,179.0,64.0,Thailand,1992,Athletics Men's 400 meters,
Jos Vicente Salinas,M,,175.0,69.0,Chile,1928,Athletics Men's 400 meters,
John Edward Salisbury,M,22.0,180.0,70.0,Great Britain,1956,Athletics Men's 400 meters,
Ezra Kenyoke Sambu,M,25.0,175.0,70.0,Kenya,2004,Athletics Men's 400 meters,
Alexander Lerionka Sampao,M,19.0,,67.0,Kenya,2016,Athletics Men's 400 meters,
Antonio Snchez Muoz,M,20.0,181.0,72.0,Spain,1984,Athletics Men's 400 meters,
Antonio Snchez Muoz,M,24.0,181.0,72.0,Spain,1988,Athletics Men's 400 meters,
"Michael ""Mike"" Sands",M,23.0,183.0,76.0,Bahamas,1976,Athletics Men's 400 meters,
Felix Sandy,M,23.0,178.0,70.0,Sierra Leone,1988,Athletics Men's 400 meters,
Donald Eugene Sanford,M,25.0,196.0,81.0,Israel,2012,Athletics Men's 400 meters,
Donald Eugene Sanford,M,29.0,196.0,81.0,Israel,2016,Athletics Men's 400 meters,
Julius Sang,M,26.0,175.0,69.0,Kenya,1972,Athletics Men's 400 meters,Bronze
Lucas Kipkemboi Sang,M,25.0,188.0,72.0,Kenya,1988,Athletics Men's 400 meters,
Carlos Yohelin Santa Ramrez,M,22.0,183.0,77.0,Dominican Republic,2000,Athletics Men's 400 meters,
Carlos Yohelin Santa Ramrez,M,26.0,183.0,77.0,Dominican Republic,2004,Athletics Men's 400 meters,
Lugueln Miguel Santos Aquino,M,18.0,173.0,58.0,Dominican Republic,2012,Athletics Men's 400 meters,Silver
Lugueln Miguel Santos Aquino,M,22.0,173.0,58.0,Dominican Republic,2016,Athletics Men's 400 meters,
Samuel Sarkpa,M,23.0,175.0,64.0,Liberia,1984,Athletics Men's 400 meters,
Mitsuhiro Sato,M,24.0,175.0,62.0,Japan,2004,Athletics Men's 400 meters,
Reinhold Saulmann,M,24.0,184.0,75.0,Estonia,1920,Athletics Men's 400 meters,
Brian Saunders,M,24.0,183.0,68.0,Canada,1976,Athletics Men's 400 meters,
Brian Saunders,M,32.0,183.0,68.0,Canada,1984,Athletics Men's 400 meters,
Savin Chem,M,28.0,171.0,67.0,Cambodia,1972,Athletics Men's 400 meters,
Habib Zareef Sayed,M,23.0,170.0,58.0,Afghanistan,1960,Athletics Men's 400 meters,
Frank Schaffer,M,21.0,188.0,80.0,East Germany,1980,Athletics Men's 400 meters,Bronze
