Name,Sex,Age,Height,Weight,Team,Year,Event,Medal
Aleksey Sergeyevich Spiridonov,M,24.0,192.0,117.0,Soviet Union,1976,Athletics Men's Hammer Throw,Silver
Karl Gustaf Vilhelm Staaf (Johansson-),M,19.0,,,Sweden,1900,Athletics Men's Hammer Throw,
Konstantinos Stathelakos,M,24.0,181.0,105.0,Cyprus,2012,Athletics Men's Hammer Throw,
"James ""Jim"" Steacy",M,24.0,189.0,115.0,Canada,2008,Athletics Men's Hammer Throw,
"James ""Jim"" Steacy",M,28.0,189.0,115.0,Canada,2012,Athletics Men's Hammer Throw,
Harald Stenerud,M,31.0,186.0,97.0,Norway,1928,Athletics Men's Hammer Throw,
Milan Stepinik,M,25.0,185.0,105.0,Yugoslavia,1936,Athletics Men's Hammer Throw,
Peter Sternad,M,26.0,185.0,105.0,Austria,1972,Athletics Men's Hammer Throw,
Peter Sternad,M,30.0,185.0,105.0,Austria,1976,Athletics Men's Hammer Throw,
Roland Steuk,M,21.0,188.0,120.0,East Germany,1980,Athletics Men's Hammer Throw,
Streko tigli,M,29.0,187.0,110.0,Yugoslavia,1972,Athletics Men's Hammer Throw,
Karl Konrad Storch,M,38.0,184.0,110.0,Germany,1952,Athletics Men's Hammer Throw,Silver
Sverre Gunnar Strandli,M,26.0,186.0,93.0,Norway,1952,Athletics Men's Hammer Throw,
Sverre Gunnar Strandli,M,31.0,186.0,93.0,Norway,1956,Athletics Men's Hammer Throw,
Sverre Gunnar Strandli,M,34.0,186.0,93.0,Norway,1960,Athletics Men's Hammer Throw,
Takeo Sugawara,M,22.0,174.0,83.0,Japan,1960,Athletics Men's Hammer Throw,
Takeo Sugawara,M,26.0,174.0,83.0,Japan,1964,Athletics Men's Hammer Throw,
Takeo Sugawara,M,30.0,174.0,83.0,Japan,1968,Athletics Men's Hammer Throw,
Takeo Sugawara,M,34.0,174.0,83.0,Japan,1972,Athletics Men's Hammer Throw,
Patric Suter,M,27.0,192.0,115.0,Switzerland,2004,Athletics Men's Hammer Throw,
Per Malcolm Svensson,M,34.0,,,Sweden,1920,Athletics Men's Hammer Throw,
Valery Vitalyevich Svyatokho,M,27.0,187.0,110.0,Belarus,2008,Athletics Men's Hammer Throw,
Valery Vitalyevich Svyatokho,M,31.0,187.0,110.0,Belarus,2012,Athletics Men's Hammer Throw,
Imre Szits,M,27.0,184.0,104.0,Hungary,1988,Athletics Men's Hammer Throw,
Teseo Taddia,M,28.0,184.0,92.0,Italy,1948,Athletics Men's Hammer Throw,
Teseo Taddia,M,32.0,184.0,92.0,Italy,1952,Athletics Men's Hammer Throw,
"Leander James ""Lee"" Talbott, Jr.",M,20.0,188.0,102.0,United States,1908,Athletics Men's Hammer Throw,
Jri Tamm,M,23.0,191.0,120.0,Soviet Union,1980,Athletics Men's Hammer Throw,Bronze
Jri Tamm,M,31.0,191.0,120.0,Soviet Union,1988,Athletics Men's Hammer Throw,Bronze
Jri Tamm,M,35.0,191.0,120.0,Estonia,1992,Athletics Men's Hammer Throw,
Jri Tamm,M,39.0,191.0,120.0,Estonia,1996,Athletics Men's Hammer Throw,
Lauri Esko Olavi Tamminen,M,28.0,184.0,88.0,Finland,1948,Athletics Men's Hammer Throw,
Lauri Esko Olavi Tamminen,M,32.0,184.0,88.0,Finland,1952,Athletics Men's Hammer Throw,
Ivan Krastev Tanev,M,31.0,190.0,112.0,Bulgaria,1988,Athletics Men's Hammer Throw,
Ivan Krastev Tanev,M,35.0,190.0,112.0,Bulgaria,1992,Athletics Men's Hammer Throw,
Reinhard Theimer,M,20.0,184.0,105.0,East Germany,1968,Athletics Men's Hammer Throw,
Reinhard Theimer,M,24.0,184.0,105.0,East Germany,1972,Athletics Men's Hammer Throw,
Heinrich Thun,M,21.0,179.0,95.0,Austria,1960,Athletics Men's Hammer Throw,
Heinrich Thun,M,26.0,179.0,95.0,Austria,1964,Athletics Men's Hammer Throw,
Juha Pekka Antero Tiainen,M,24.0,183.0,107.0,Finland,1980,Athletics Men's Hammer Throw,
Juha Pekka Antero Tiainen,M,28.0,183.0,107.0,Finland,1984,Athletics Men's Hammer Throw,Gold
Juha Pekka Antero Tiainen,M,32.0,183.0,107.0,Finland,1988,Athletics Men's Hammer Throw,
Ivan Grigoryevich Tikhon,M,24.0,186.0,110.0,Belarus,2000,Athletics Men's Hammer Throw,
Ivan Grigoryevich Tikhon,M,28.0,186.0,110.0,Belarus,2004,Athletics Men's Hammer Throw,
Ivan Grigoryevich Tikhon,M,32.0,186.0,110.0,Belarus,2008,Athletics Men's Hammer Throw,Bronze
Ivan Grigoryevich Tikhon,M,40.0,186.0,110.0,Belarus,2016,Athletics Men's Hammer Throw,Silver
"Frederic Delmont ""Fred"" Tootell",M,21.0,187.0,98.0,United States,1924,Athletics Men's Hammer Throw,Gold
Hakim Toumi,M,23.0,180.0,109.0,Algeria,1984,Athletics Men's Hammer Throw,
Hakim Toumi,M,27.0,180.0,109.0,Algeria,1988,Athletics Men's Hammer Throw,
Ihor Ivanovych Tuhay,M,33.0,185.0,110.0,Ukraine,2008,Athletics Men's Hammer Throw,
Ludwig Uettwiller,M,21.0,,,Germany,1908,Athletics Men's Hammer Throw,
Gian Paolo Urlando,M,31.0,178.0,100.0,Italy,1976,Athletics Men's Hammer Throw,
Gian Paolo Urlando,M,35.0,178.0,100.0,Italy,1980,Athletics Men's Hammer Throw,
Gian Paolo Urlando,M,39.0,178.0,100.0,Italy,1984,Athletics Men's Hammer Throw,
Viktor Vasilyevich Ustinov,M,26.0,189.0,110.0,Uzbekistan,2000,Athletics Men's Hammer Throw,
Jos Alberto Vallejo,M,29.0,187.0,113.0,Argentina,1972,Athletics Men's Hammer Throw,
Fernando Vandelli,M,25.0,170.0,,Italy,1932,Athletics Men's Hammer Throw,
Mario Vecchiato,M,23.0,184.0,110.0,Italy,1972,Athletics Men's Hammer Throw,
Roger Veeser,M,32.0,,,Switzerland,1952,Athletics Men's Hammer Throw,
Jzsef Vida,M,25.0,192.0,118.0,Hungary,1988,Athletics Men's Hammer Throw,
Benjaminas Viluckis,M,31.0,187.0,120.0,Lithuania,1992,Athletics Men's Hammer Throw,
Igor Alekseyevich Vinichenko,M,24.0,196.0,119.0,Russia,2008,Athletics Men's Hammer Throw,
Nicola Vizzoni,M,26.0,193.0,126.0,Italy,2000,Athletics Men's Hammer Throw,Silver
Nicola Vizzoni,M,30.0,193.0,126.0,Italy,2004,Athletics Men's Hammer Throw,
Nicola Vizzoni,M,34.0,193.0,126.0,Italy,2008,Athletics Men's Hammer Throw,
Nicola Vizzoni,M,38.0,193.0,126.0,Italy,2012,Athletics Men's Hammer Throw,
Yury Vladimirovich Voronkin,M,25.0,183.0,117.0,Russia,2004,Athletics Men's Hammer Throw,
Yevhen Valeriyovych Vynohradov,M,24.0,195.0,105.0,Ukraine,2008,Athletics Men's Hammer Throw,
Yevhen Valeriyovych Vynohradov,M,32.0,195.0,105.0,Ukraine,2016,Athletics Men's Hammer Throw,
Bruno Julius Wagner,M,25.0,185.0,82.0,Switzerland,1908,Athletics Men's Hammer Throw,
Marko Jaakko Tapani Wahlman,M,27.0,196.0,107.5,Finland,1996,Athletics Men's Hammer Throw,
"Cornelius Edward ""Con"" Walsh",M,23.0,183.0,97.0,Canada,1908,Athletics Men's Hammer Throw,Bronze
"Oskar Alfred Daniel ""Fred"" Warngrd",M,29.0,,,Sweden,1936,Athletics Men's Hammer Throw,Bronze
"Robert Boyd ""Bob"" Weir",M,23.0,191.0,119.0,Great Britain,1984,Athletics Men's Hammer Throw,
"Heinrich ""Heinz"" Weis",M,25.0,193.0,120.0,West Germany,1988,Athletics Men's Hammer Throw,
"Heinrich ""Heinz"" Weis",M,29.0,193.0,120.0,Germany,1992,Athletics Men's Hammer Throw,
"Heinrich ""Heinz"" Weis",M,33.0,193.0,120.0,Germany,1996,Athletics Men's Hammer Throw,
"Heinrich ""Heinz"" Weis",M,37.0,193.0,120.0,Germany,2000,Athletics Men's Hammer Throw,
Barry Williams,M,25.0,188.0,105.0,Great Britain,1972,Athletics Men's Hammer Throw,
Rudy Winkler,M,21.0,188.0,109.0,United States,2016,Athletics Men's Hammer Throw,
Joseph Wirtz,M,24.0,190.0,100.0,France,1936,Athletics Men's Hammer Throw,
Karl Johann Friedrich Wolf,M,40.0,184.0,105.0,Germany,1952,Athletics Men's Hammer Throw,
Dmytro Yegorov,M,25.0,,,Soviet Union,1956,Athletics Men's Hammer Throw,
Aleksey Sergeyevich Zagorny,M,22.0,197.0,130.0,Russia,2000,Athletics Men's Hammer Throw,
Aleksey Sergeyevich Zagorny,M,34.0,197.0,130.0,Russia,2012,Athletics Men's Hammer Throw,
Pierre Zadin,M,30.0,,,France,1924,Athletics Men's Hammer Throw,
Octvio Zani,M,22.0,,,Brazil,1924,Athletics Men's Hammer Throw,
"Peter Timothy ""Pete"" Zaremba",M,24.0,195.0,92.0,United States,1932,Athletics Men's Hammer Throw,Bronze
Camillo Zemi,M,26.0,,,Italy,1924,Athletics Men's Hammer Throw,
Camillo Zemi,M,30.0,,,Italy,1928,Athletics Men's Hammer Throw,
Szymon Zikowski,M,20.0,192.0,120.0,Poland,1996,Athletics Men's Hammer Throw,
Szymon Zikowski,M,24.0,192.0,120.0,Poland,2000,Athletics Men's Hammer Throw,Gold
Szymon Zikowski,M,28.0,192.0,120.0,Poland,2004,Athletics Men's Hammer Throw,
Szymon Zikowski,M,32.0,192.0,120.0,Poland,2008,Athletics Men's Hammer Throw,
Szymon Zikowski,M,36.0,192.0,120.0,Poland,2012,Athletics Men's Hammer Throw,
Gyula Zsivtzky,M,23.0,190.0,102.0,Hungary,1960,Athletics Men's Hammer Throw,Silver
Gyula Zsivtzky,M,27.0,190.0,102.0,Hungary,1964,Athletics Men's Hammer Throw,Silver
Gyula Zsivtzky,M,31.0,190.0,102.0,Hungary,1968,Athletics Men's Hammer Throw,Gold
Gyula Zsivtzky,M,35.0,190.0,102.0,Hungary,1972,Athletics Men's Hammer Throw,
Edmundo Ziga Erraz,M,,180.0,95.0,Chile,1948,Athletics Men's Hammer Throw,
