Name,Sex,Age,Height,Weight,Team,Year,Event,Medal
Ute Thimm (Finger-),F,26.0,167.0,54.0,West Germany,1984,Athletics Women's 400 meters,
Ute Thimm (Finger-),F,30.0,167.0,54.0,West Germany,1988,Athletics Women's 400 meters,
Tsholofelo Thipe (Selemela-),F,21.0,153.0,55.0,South Africa,2008,Athletics Women's 400 meters,
Tsholofelo Thipe (Selemela-),F,29.0,153.0,55.0,South Africa,2016,Athletics Women's 400 meters,
Trn Th Ngc Anh,F,22.0,161.0,52.0,Vietnam,1980,Athletics Women's 400 meters,
"De'Hashia Tonnek ""DeeDee"" Trotter",F,21.0,178.0,64.0,United States,2004,Athletics Women's 400 meters,
"De'Hashia Tonnek ""DeeDee"" Trotter",F,25.0,178.0,64.0,United States,2008,Athletics Women's 400 meters,
"De'Hashia Tonnek ""DeeDee"" Trotter",F,29.0,178.0,64.0,United States,2012,Athletics Women's 400 meters,Bronze
Carmen Mnica Truste Lee,F,24.0,162.0,52.0,Cuba,1972,Athletics Women's 400 meters,
Egle Uljas,F,19.0,174.0,55.0,Estonia,2004,Athletics Women's 400 meters,
Svetlana Viktorovna Usovich,F,23.0,164.0,55.0,Belarus,2004,Athletics Women's 400 meters,
Svetlana Viktorovna Usovich,F,31.0,164.0,55.0,Belarus,2012,Athletics Women's 400 meters,
"Hermina Johanna ""Mirna"" van der Hoeven-Jansen",F,20.0,175.0,63.0,Netherlands,1968,Athletics Women's 400 meters,
"Mathilda Catrina ""Tilly"" van der Made-van der Zwaard",F,26.0,168.0,55.0,Netherlands,1964,Athletics Women's 400 meters,
Yvonne van Dorp,F,22.0,175.0,60.0,Netherlands,1988,Athletics Women's 400 meters,
Eirini Vasileiou,F,26.0,169.0,58.0,Greece,2016,Athletics Women's 400 meters,
Kehinde Vaughan,F,18.0,175.0,55.0,Nigeria,1980,Athletics Women's 400 meters,
Ingrda Verbele (-Barkne),F,20.0,186.0,70.0,Soviet Union,1968,Athletics Women's 400 meters,
Josefa Vicent Riesgo,F,18.0,163.0,58.0,Uruguay,1968,Athletics Women's 400 meters,
Josefa Vicent Riesgo,F,22.0,163.0,58.0,Uruguay,1972,Athletics Women's 400 meters,
Ruth Waithera,F,25.0,168.0,61.0,Kenya,1984,Athletics Women's 400 meters,
Rosine Wallez,F,19.0,174.0,58.0,Belgium,1976,Athletics Women's 400 meters,
Rosine Wallez,F,23.0,174.0,58.0,Belgium,1980,Athletics Women's 400 meters,
Karin Elisabeth Wallgren-Lundgren,F,24.0,166.0,56.0,Sweden,1968,Athletics Women's 400 meters,
Karin Elisabeth Wallgren-Lundgren,F,28.0,166.0,56.0,Sweden,1972,Athletics Women's 400 meters,
Marlena Hilari Wesh,F,21.0,167.0,,Haiti,2012,Athletics Women's 400 meters,
Rosemarie Whyte,F,21.0,174.0,65.0,Jamaica,2008,Athletics Women's 400 meters,
Rosemarie Whyte,F,25.0,174.0,65.0,Jamaica,2012,Athletics Women's 400 meters,
Claudine Venice Williams,F,16.0,175.0,62.0,Jamaica,1992,Athletics Women's 400 meters,
Foy Williams,F,27.0,170.0,59.0,Canada,2000,Athletics Women's 400 meters,
Shericka Nicola Williams,F,22.0,170.0,64.0,Jamaica,2008,Athletics Women's 400 meters,Silver
Tonique Williams-Darling,F,24.0,168.0,59.0,Bahamas,2000,Athletics Women's 400 meters,
Tonique Williams-Darling,F,28.0,168.0,59.0,Bahamas,2004,Athletics Women's 400 meters,Gold
Novlene Hilaire Williams-Mills,F,22.0,168.0,57.0,Jamaica,2004,Athletics Women's 400 meters,
Novlene Hilaire Williams-Mills,F,26.0,168.0,57.0,Jamaica,2008,Athletics Women's 400 meters,
Novlene Hilaire Williams-Mills,F,30.0,168.0,57.0,Jamaica,2012,Athletics Women's 400 meters,
Ruth Williams-Simpson,F,22.0,175.0,61.0,Jamaica,1972,Athletics Women's 400 meters,
Ruth Williams-Simpson,F,26.0,175.0,61.0,Jamaica,1976,Athletics Women's 400 meters,
Ruth Williams-Simpson,F,30.0,175.0,61.0,Jamaica,1980,Athletics Women's 400 meters,
Airi Pirjo Maritta Wilmi-Hggman (-Rokkanen),F,25.0,165.0,55.5,Finland,1976,Athletics Women's 400 meters,
Airi Pirjo Maritta Wilmi-Hggman (-Rokkanen),F,29.0,165.0,55.5,Finland,1980,Athletics Women's 400 meters,
Mary Wineberg (Danner-),F,28.0,178.0,62.0,United States,2008,Athletics Women's 400 meters,
Estie Wittstock,F,23.0,172.0,61.0,South Africa,2004,Athletics Women's 400 meters,
Patrycja Wyciszkiewicz,F,22.0,173.0,58.0,Poland,2016,Athletics Women's 400 meters,
Ingrid Yahoska Narvaez,F,18.0,,48.0,Nicaragua,2012,Athletics Women's 400 meters,
Yang Gyeong-Hui,F,17.0,166.0,53.0,South Korea,1988,Athletics Women's 400 meters,
Antonina Oleksandrivna Yefremova,F,23.0,176.0,60.0,Ukraine,2004,Athletics Women's 400 meters,
Antonina Oleksandrivna Yefremova,F,27.0,176.0,60.0,Ukraine,2008,Athletics Women's 400 meters,
Fatima Yusuf-Olukoju,F,25.0,170.0,58.0,Nigeria,1996,Athletics Women's 400 meters,
Monika Zehrt (-Landgraf),F,19.0,168.0,56.0,East Germany,1972,Athletics Women's 400 meters,Gold
Olha Mykolayivna Zemliak,F,26.0,165.0,57.0,Ukraine,2016,Athletics Women's 400 meters,
Boena Zientarska (-Markiewicz),F,19.0,165.0,58.0,Poland,1972,Athletics Women's 400 meters,
Nina Anatolivna Ziuskova,F,28.0,180.0,67.0,Soviet Union,1980,Athletics Women's 400 meters,
Marina ivkovi (Filipovi-),F,25.0,174.0,57.0,Serbia and Montenegro,1996,Athletics Women's 400 meters,
